countryregion,date,days,confirmed,confirmed_change,deaths,deaths_change,recovered,recovered_change
Bangladesh,11mar2020,4,3,0,,,,
Bangladesh,12mar2020,5,3,0,,,,
Bangladesh,13mar2020,6,3,0,,,,
Bangladesh,14mar2020,7,3,0,,,,
Bangladesh,15mar2020,8,5,2,,,,
Bangladesh,16mar2020,9,8,3,,,2,
Bangladesh,17mar2020,10,10,2,,,3,1
Bangladesh,18mar2020,11,14,4,1,,3,0
Bangladesh,19mar2020,12,17,3,1,0,3,0
Bangladesh,20mar2020,13,20,3,1,0,3,0
Bangladesh,21mar2020,14,25,5,2,1,3,0
Bangladesh,22mar2020,15,27,2,2,0,3,0
Bangladesh,23mar2020,16,33,6,3,1,3,0
Bangladesh,24mar2020,17,39,6,4,1,5,2
Bangladesh,25mar2020,18,39,0,5,1,7,2
Bangladesh,26mar2020,19,44,5,5,0,11,4
Bangladesh,27mar2020,20,48,4,5,0,11,0
Bangladesh,28mar2020,21,48,0,5,0,15,4
Bangladesh,29mar2020,22,48,0,5,0,15,0
Bangladesh,30mar2020,23,49,1,5,0,19,4
Bangladesh,31mar2020,24,51,2,5,0,25,6
Bangladesh,01apr2020,25,54,3,6,1,25,0
Bangladesh,02apr2020,26,56,2,6,0,25,0
Bangladesh,03apr2020,27,61,5,6,0,26,1
Bangladesh,04apr2020,28,70,9,8,2,30,4
Bangladesh,05apr2020,29,88,18,9,1,33,3
Bangladesh,06apr2020,30,123,35,12,3,33,0
Bangladesh,07apr2020,31,164,41,17,5,33,0
Bangladesh,08apr2020,32,218,54,20,3,33,0
Bangladesh,09apr2020,33,330,112,21,1,33,0
Bangladesh,10apr2020,34,424,94,27,6,33,0
Bangladesh,11apr2020,35,482,58,30,3,36,3
Bangladesh,12apr2020,36,621,139,34,4,39,3
Bangladesh,13apr2020,37,803,182,39,5,42,3
Barbados,17mar2020,1,2,,,,,
Barbados,18mar2020,2,2,0,,,,
Barbados,19mar2020,3,5,3,,,,
Barbados,20mar2020,4,5,0,,,,
Barbados,21mar2020,5,6,1,,,,
Barbados,22mar2020,6,14,8,,,,
Barbados,23mar2020,7,17,3,,,,
Barbados,24mar2020,8,18,1,,,,
Barbados,25mar2020,9,18,0,,,,
Barbados,26mar2020,10,18,0,,,,
Barbados,27mar2020,11,24,6,,,,
Barbados,28mar2020,12,26,2,,,,
Barbados,29mar2020,13,33,7,,,,
Barbados,30mar2020,14,33,0,,,,
Barbados,31mar2020,15,34,1,,,,
Barbados,01apr2020,16,34,0,,,,
Barbados,02apr2020,17,46,12,,,,
Barbados,03apr2020,18,51,5,,,,
Barbados,04apr2020,19,52,1,,,,
Barbados,05apr2020,20,56,4,1,,6,
Barbados,06apr2020,21,60,4,2,1,6,0
Barbados,07apr2020,22,63,3,3,1,6,0
Barbados,08apr2020,23,63,0,3,0,8,2
Barbados,09apr2020,24,66,3,3,0,11,3
Barbados,10apr2020,25,67,1,4,1,11,0
Barbados,11apr2020,26,68,1,4,0,11,0
Barbados,12apr2020,27,71,3,4,0,11,0
Barbados,13apr2020,28,72,1,4,0,13,2
Belarus,28feb2020,1,1,,,,,
Belarus,29feb2020,2,1,0,,,,
Belarus,01mar2020,3,1,0,,,,
Belarus,02mar2020,4,1,0,,,,
Belarus,03mar2020,5,1,0,,,,
Belarus,04mar2020,6,6,5,,,,
Belarus,05mar2020,7,6,0,,,,
Belarus,06mar2020,8,6,0,,,,
Belarus,07mar2020,9,6,0,,,,
Belarus,08mar2020,10,6,0,,,,
Belarus,09mar2020,11,6,0,,,1,
Belarus,10mar2020,12,9,3,,,3,2
Belarus,11mar2020,13,9,0,,,3,0
Belarus,12mar2020,14,12,3,,,3,0
Belarus,13mar2020,15,27,15,,,3,0
Belarus,14mar2020,16,27,0,,,3,0
Belarus,15mar2020,17,27,0,,,3,0
Belarus,16mar2020,18,36,9,,,3,0
Belarus,17mar2020,19,36,0,,,3,0
Belarus,18mar2020,20,51,15,,,5,2
Belarus,19mar2020,21,51,0,,,5,0
Belarus,20mar2020,22,69,18,,,5,0
Belarus,21mar2020,23,76,7,,,15,10
Belarus,22mar2020,24,76,0,,,15,0
Belarus,23mar2020,25,81,5,,,15,0
Belarus,24mar2020,26,81,0,,,22,7
Belarus,25mar2020,27,86,5,,,29,7
Belarus,26mar2020,28,86,0,,,29,0
Belarus,27mar2020,29,94,8,,,32,3
Belarus,28mar2020,30,94,0,,,32,0
Belarus,29mar2020,31,94,0,,,32,0
Belarus,30mar2020,32,152,58,,,32,0
Belarus,31mar2020,33,152,0,1,,47,15
Belarus,01apr2020,34,163,11,2,1,53,6
Belarus,02apr2020,35,304,141,4,2,53,0
Belarus,03apr2020,36,351,47,4,0,53,0
Belarus,04apr2020,37,440,89,5,1,53,0
Belarus,05apr2020,38,562,122,8,3,52,-1
Belarus,06apr2020,39,700,138,13,5,53,1
Belarus,07apr2020,40,861,161,13,0,54,1
Belarus,08apr2020,41,1066,205,13,0,77,23
Belarus,09apr2020,42,1486,420,16,3,139,62
Belarus,10apr2020,43,1981,495,19,3,169,30
Belarus,11apr2020,44,2226,245,23,4,172,3
Belarus,12apr2020,45,2578,352,26,3,203,31
Belarus,13apr2020,46,2919,341,29,3,203,0
Belgium,04feb2020,1,1,,,,,
Belgium,05feb2020,2,1,0,,,,
Belgium,06feb2020,3,1,0,,,,
Belgium,07feb2020,4,1,0,,,,
Belgium,08feb2020,5,1,0,,,,
Belgium,09feb2020,6,1,0,,,,
Belgium,10feb2020,7,1,0,,,,
Belgium,11feb2020,8,1,0,,,,
Belgium,12feb2020,9,1,0,,,,
Belgium,13feb2020,10,1,0,,,,
Belgium,14feb2020,11,1,0,,,,
Belgium,15feb2020,12,1,0,,,,
Belgium,16feb2020,13,1,0,,,,
Belgium,17feb2020,14,1,0,,,1,
Belgium,18feb2020,15,1,0,,,1,0
Belgium,19feb2020,16,1,0,,,1,0
Belgium,20feb2020,17,1,0,,,1,0
Belgium,21feb2020,18,1,0,,,1,0
Belgium,22feb2020,19,1,0,,,1,0
Belgium,23feb2020,20,1,0,,,1,0
Belgium,24feb2020,21,1,0,,,1,0
Belgium,25feb2020,22,1,0,,,1,0
Belgium,26feb2020,23,1,0,,,1,0
Belgium,27feb2020,24,1,0,,,1,0
Belgium,28feb2020,25,1,0,,,1,0
Belgium,29feb2020,26,1,0,,,1,0
Belgium,01mar2020,27,2,1,,,1,0
Belgium,02mar2020,28,8,6,,,1,0
Belgium,03mar2020,29,13,5,,,1,0
Belgium,04mar2020,30,23,10,,,1,0
Belgium,05mar2020,31,50,27,,,1,0
Belgium,06mar2020,32,109,59,,,1,0
Belgium,07mar2020,33,169,60,,,1,0
Belgium,08mar2020,34,200,31,,,1,0
Belgium,09mar2020,35,239,39,,,1,0
Belgium,10mar2020,36,267,28,,,1,0
Belgium,11mar2020,37,314,47,3,,1,0
Belgium,12mar2020,38,314,0,3,0,1,0
Belgium,13mar2020,39,559,245,3,0,1,0
Belgium,14mar2020,40,689,130,4,1,1,0
Belgium,15mar2020,41,886,197,4,0,1,0
Belgium,16mar2020,42,1058,172,5,1,1,0
Belgium,17mar2020,43,1243,185,10,5,1,0
Belgium,18mar2020,44,1486,243,14,4,31,30
Belgium,19mar2020,45,1795,309,21,7,31,0
Belgium,20mar2020,46,2257,462,37,16,1,-30
Belgium,21mar2020,47,2815,558,67,30,263,262
Belgium,22mar2020,48,3401,586,75,8,263,0
Belgium,23mar2020,49,3743,342,88,13,263,0
Belgium,24mar2020,50,4269,526,122,34,461,198
Belgium,25mar2020,51,4937,668,178,56,547,86
Belgium,26mar2020,52,6235,1298,220,42,675,128
Belgium,27mar2020,53,7284,1049,289,69,858,183
Belgium,28mar2020,54,9134,1850,353,64,1063,205
Belgium,29mar2020,55,10836,1702,431,78,1359,296
Belgium,30mar2020,56,11899,1063,513,82,1527,168
Belgium,31mar2020,57,12775,876,705,192,1696,169
Belgium,01apr2020,58,13964,1189,828,123,2132,436
Belgium,02apr2020,59,15348,1384,1011,183,2495,363
Belgium,03apr2020,60,16770,1422,1143,132,2872,377
Belgium,04apr2020,61,18431,1661,1283,140,3247,375
Belgium,05apr2020,62,19691,1260,1447,164,3751,504
Belgium,06apr2020,63,20814,1123,1632,185,3986,235
Belgium,07apr2020,64,22194,1380,2035,403,4157,171
Belgium,08apr2020,65,23403,1209,2240,205,4681,524
Belgium,09apr2020,66,24983,1580,2523,283,5164,483
Belgium,10apr2020,67,26667,1684,3019,496,5568,404
Belgium,11apr2020,68,28018,1351,3346,327,5986,418
Belgium,12apr2020,69,29647,1629,3600,254,6463,477
Belgium,13apr2020,70,30589,942,3903,303,6707,244
Belize,23mar2020,1,1,,,,,
Belize,24mar2020,2,1,0,,,,
Belize,25mar2020,3,2,1,,,,
Belize,26mar2020,4,2,0,,,,
Belize,27mar2020,5,2,0,,,,
Belize,28mar2020,6,2,0,,,,
Belize,29mar2020,7,2,0,,,,
Belize,30mar2020,8,3,1,,,,
Belize,31mar2020,9,3,0,,,,
Belize,01apr2020,10,3,0,,,,
Belize,02apr2020,11,3,0,,,,
Belize,03apr2020,12,4,1,,,,
Belize,04apr2020,13,4,0,,,,
Belize,05apr2020,14,5,1,,,,
Belize,06apr2020,15,7,2,1,,,
Belize,07apr2020,16,7,0,1,0,,
Belize,08apr2020,17,8,1,1,0,,
Belize,09apr2020,18,9,1,1,0,,
Belize,10apr2020,19,10,1,2,1,,
Belize,11apr2020,20,13,3,2,0,,
Belize,12apr2020,21,14,1,2,0,,
Belize,13apr2020,22,18,4,2,0,,
Benin,16mar2020,1,1,,,,,
Benin,17mar2020,2,1,0,,,,
Benin,18mar2020,3,2,1,,,,
Benin,19mar2020,4,2,0,,,,
Benin,20mar2020,5,2,0,,,,
Benin,21mar2020,6,2,0,,,,
Benin,22mar2020,7,2,0,,,,
Benin,23mar2020,8,5,3,,,,
Benin,24mar2020,9,6,1,,,,
Benin,25mar2020,10,6,0,,,,
Benin,26mar2020,11,6,0,,,,
Benin,27mar2020,12,6,0,,,,
Benin,28mar2020,13,6,0,,,,
Benin,29mar2020,14,6,0,,,,
Benin,30mar2020,15,6,0,,,,
Benin,31mar2020,16,9,3,,,1,
Benin,01apr2020,17,13,4,,,1,0
Benin,02apr2020,18,13,0,,,1,0
Benin,03apr2020,19,16,3,,,2,1
Benin,04apr2020,20,16,0,,,2,0
Benin,05apr2020,21,22,6,,,5,3
Benin,06apr2020,22,26,4,1,,5,0
Benin,07apr2020,23,26,0,1,0,5,0
Benin,08apr2020,24,26,0,1,0,5,0
Benin,09apr2020,25,26,0,1,0,5,0
Benin,10apr2020,26,35,9,1,0,5,0
Benin,11apr2020,27,35,0,1,0,5,0
Benin,12apr2020,28,35,0,1,0,5,0
Benin,13apr2020,29,35,0,1,0,5,0
Bhutan,06mar2020,1,1,,,,,
Bhutan,07mar2020,2,1,0,,,,
Bhutan,08mar2020,3,1,0,,,,
Bhutan,09mar2020,4,1,0,,,,
Bhutan,10mar2020,5,1,0,,,,
Bhutan,11mar2020,6,1,0,,,,
Bhutan,12mar2020,7,1,0,,,,
Bhutan,13mar2020,8,1,0,,,,
Bhutan,14mar2020,9,1,0,,,,
Bhutan,15mar2020,10,1,0,,,,
Bhutan,16mar2020,11,1,0,,,,
Bhutan,17mar2020,12,1,0,,,,
Bhutan,18mar2020,13,1,0,,,,
Bhutan,19mar2020,14,1,0,,,,
Bhutan,20mar2020,15,2,1,,,,
Bhutan,21mar2020,16,2,0,,,,
Bhutan,22mar2020,17,2,0,,,,
Bhutan,23mar2020,18,2,0,,,,
Bhutan,24mar2020,19,2,0,,,,
Bhutan,25mar2020,20,2,0,,,,
Bhutan,26mar2020,21,2,0,,,,
Bhutan,27mar2020,22,3,1,,,,
Bhutan,28mar2020,23,3,0,,,,
Bhutan,29mar2020,24,4,1,,,,
Bhutan,30mar2020,25,4,0,,,,
Bhutan,31mar2020,26,4,0,,,,
Bhutan,01apr2020,27,4,0,,,,
Bhutan,02apr2020,28,5,1,,,1,
Bhutan,03apr2020,29,5,0,,,2,1
Bhutan,04apr2020,30,5,0,,,2,0
Bhutan,05apr2020,31,5,0,,,2,0
Bhutan,06apr2020,32,5,0,,,2,0
Bhutan,07apr2020,33,5,0,,,2,0
Bhutan,08apr2020,34,5,0,,,2,0
Bhutan,09apr2020,35,5,0,,,2,0
Bhutan,10apr2020,36,5,0,,,2,0
Bhutan,11apr2020,37,5,0,,,2,0
Bhutan,12apr2020,38,5,0,,,2,0
Bhutan,13apr2020,39,5,0,,,2,0
Bolivia,11mar2020,1,2,,,,,
Bolivia,12mar2020,2,2,0,,,,
Bolivia,13mar2020,3,3,1,,,,
Bolivia,14mar2020,4,10,7,,,,
Bolivia,15mar2020,5,10,0,,,,
Bolivia,16mar2020,6,11,1,,,,
Bolivia,17mar2020,7,11,0,,,,
Bolivia,18mar2020,8,12,1,,,,
Bolivia,19mar2020,9,12,0,,,,
Bolivia,20mar2020,10,15,3,,,,
Bolivia,21mar2020,11,19,4,,,,
Bolivia,22mar2020,12,24,5,,,,
Bolivia,23mar2020,13,27,3,,,,
Bolivia,24mar2020,14,29,2,,,,
Bolivia,25mar2020,15,32,3,,,,
Bolivia,26mar2020,16,43,11,,,,
Bolivia,27mar2020,17,61,18,,,,
Bolivia,28mar2020,18,74,13,,,,
Bolivia,29mar2020,19,81,7,1,,,
Bolivia,30mar2020,20,97,16,4,3,,
Bolivia,31mar2020,21,107,10,6,2,,
Bolivia,01apr2020,22,115,8,7,1,1,
Bolivia,02apr2020,23,123,8,8,1,1,0
Bolivia,03apr2020,24,132,9,9,1,1,0
Bolivia,04apr2020,25,139,7,10,1,1,0
Bolivia,05apr2020,26,157,18,10,0,2,1
Bolivia,06apr2020,27,183,26,11,1,2,0
Bolivia,07apr2020,28,194,11,14,3,2,0
Bolivia,08apr2020,29,210,16,15,1,2,0
Bolivia,09apr2020,30,264,54,18,3,2,0
Bolivia,10apr2020,31,268,4,19,1,2,0
Bolivia,11apr2020,32,275,7,20,1,2,0
Bolivia,12apr2020,33,300,25,24,4,2,0
Bolivia,13apr2020,34,330,30,27,3,2,0
Bosnia and Herzegovina,05mar2020,1,2,,,,,
Bosnia and Herzegovina,06mar2020,2,2,0,,,,
Bosnia and Herzegovina,07mar2020,3,3,1,,,,
Bosnia and Herzegovina,08mar2020,4,3,0,,,,
Bosnia and Herzegovina,09mar2020,5,3,0,,,,
Bosnia and Herzegovina,10mar2020,6,5,2,,,,
Bosnia and Herzegovina,11mar2020,7,7,2,,,,
Bosnia and Herzegovina,12mar2020,8,11,4,,,,
Bosnia and Herzegovina,13mar2020,9,13,2,,,,
Bosnia and Herzegovina,14mar2020,10,18,5,,,,
Bosnia and Herzegovina,15mar2020,11,24,6,,,,
Bosnia and Herzegovina,16mar2020,12,25,1,,,,
Bosnia and Herzegovina,17mar2020,13,26,1,,,2,
Bosnia and Herzegovina,18mar2020,14,38,12,,,2,0
Bosnia and Herzegovina,19mar2020,15,63,25,,,2,0
Bosnia and Herzegovina,20mar2020,16,89,26,,,2,0
Bosnia and Herzegovina,21mar2020,17,93,4,1,,2,0
Bosnia and Herzegovina,22mar2020,18,126,33,1,0,2,0
Bosnia and Herzegovina,23mar2020,19,136,10,1,0,2,0
Bosnia and Herzegovina,24mar2020,20,166,30,3,2,2,0
Bosnia and Herzegovina,25mar2020,21,176,10,3,0,2,0
Bosnia and Herzegovina,26mar2020,22,191,15,3,0,2,0
Bosnia and Herzegovina,27mar2020,23,237,46,4,1,5,3
Bosnia and Herzegovina,28mar2020,24,258,21,5,1,5,0
Bosnia and Herzegovina,29mar2020,25,323,65,6,1,8,3
Bosnia and Herzegovina,30mar2020,26,368,45,10,4,17,9
Bosnia and Herzegovina,31mar2020,27,420,52,13,3,17,0
Bosnia and Herzegovina,01apr2020,28,459,39,13,0,19,2
Bosnia and Herzegovina,02apr2020,29,533,74,16,3,20,1
Bosnia and Herzegovina,03apr2020,30,579,46,17,1,27,7
Bosnia and Herzegovina,04apr2020,31,624,45,21,4,30,3
Bosnia and Herzegovina,05apr2020,32,654,30,23,2,30,0
Bosnia and Herzegovina,06apr2020,33,674,20,29,6,47,17
Bosnia and Herzegovina,07apr2020,34,764,90,33,4,68,21
Bosnia and Herzegovina,08apr2020,35,804,40,34,1,79,11
Bosnia and Herzegovina,09apr2020,36,858,54,35,1,101,22
Bosnia and Herzegovina,10apr2020,37,901,43,36,1,129,28
Bosnia and Herzegovina,11apr2020,38,946,45,37,1,139,10
Bosnia and Herzegovina,12apr2020,39,1009,63,39,2,193,54
Bosnia and Herzegovina,13apr2020,40,1037,28,39,0,206,13
Botswana,30mar2020,1,3,,,,,
Botswana,31mar2020,2,4,1,1,,,
Botswana,01apr2020,3,4,0,1,0,,
Botswana,02apr2020,4,4,0,1,0,,
Botswana,03apr2020,5,4,0,1,0,,
Botswana,04apr2020,6,4,0,1,0,,
Botswana,05apr2020,7,6,2,1,0,,
Botswana,06apr2020,8,6,0,1,0,,
Botswana,07apr2020,9,6,0,1,0,,
Botswana,08apr2020,10,6,0,1,0,,
Botswana,09apr2020,11,13,7,1,0,,
Botswana,10apr2020,12,13,0,1,0,,
Botswana,11apr2020,13,13,0,1,0,,
Botswana,12apr2020,14,13,0,1,0,,
Botswana,13apr2020,15,13,0,1,0,,
Brazil,26feb2020,1,1,,,,,
Brazil,27feb2020,2,1,0,,,,
Brazil,28feb2020,3,1,0,,,,
Brazil,29feb2020,4,2,1,,,,
Brazil,01mar2020,5,2,0,,,,
Brazil,02mar2020,6,2,0,,,,
Brazil,03mar2020,7,2,0,,,,
Brazil,04mar2020,8,4,2,,,,
Brazil,05mar2020,9,4,0,,,,
Brazil,06mar2020,10,13,9,,,,
Brazil,07mar2020,11,13,0,,,,
Brazil,08mar2020,12,20,7,,,,
Brazil,09mar2020,13,25,5,,,,
Brazil,10mar2020,14,31,6,,,,
Brazil,11mar2020,15,38,7,,,,
Brazil,12mar2020,16,52,14,,,,
Brazil,13mar2020,17,151,99,,,,
Brazil,14mar2020,18,151,0,,,,
Brazil,15mar2020,19,162,11,,,,
Brazil,16mar2020,20,200,38,,,1,
Brazil,17mar2020,21,321,121,1,,2,1
Brazil,18mar2020,22,372,51,3,2,2,0
Brazil,19mar2020,23,621,249,6,3,2,0
Brazil,20mar2020,24,793,172,11,5,2,0
Brazil,21mar2020,25,1021,228,15,4,2,0
Brazil,22mar2020,26,1546,525,25,10,2,0
Brazil,23mar2020,27,1924,378,34,9,2,0
Brazil,24mar2020,28,2247,323,46,12,2,0
Brazil,25mar2020,29,2554,307,59,13,2,0
Brazil,26mar2020,30,2985,431,77,18,6,4
Brazil,27mar2020,31,3417,432,92,15,6,0
Brazil,28mar2020,32,3904,487,111,19,6,0
Brazil,29mar2020,33,4256,352,136,25,6,0
Brazil,30mar2020,34,4579,323,159,23,120,114
Brazil,31mar2020,35,5717,1138,201,42,127,7
Brazil,01apr2020,36,6836,1119,240,39,127,0
Brazil,02apr2020,37,8044,1208,324,84,127,0
Brazil,03apr2020,38,9056,1012,359,35,127,0
Brazil,04apr2020,39,10360,1304,445,86,127,0
Brazil,05apr2020,40,11130,770,486,41,127,0
Brazil,06apr2020,41,12161,1031,564,78,127,0
Brazil,07apr2020,42,14034,1873,686,122,127,0
Brazil,08apr2020,43,16170,2136,819,133,127,0
Brazil,09apr2020,44,18092,1922,950,131,173,46
Brazil,10apr2020,45,19638,1546,1057,107,173,0
Brazil,11apr2020,46,20727,1089,1124,67,173,0
Brazil,12apr2020,47,22192,1465,1223,99,173,0
Brazil,13apr2020,48,23430,1238,1328,105,173,0
Brunei,09mar2020,1,1,,,,,
Brunei,10mar2020,2,1,0,,,,
Brunei,11mar2020,3,11,10,,,,
Brunei,12mar2020,4,11,0,,,,
Brunei,13mar2020,5,37,26,,,,
Brunei,14mar2020,6,40,3,,,,
Brunei,15mar2020,7,50,10,,,,
Brunei,16mar2020,8,54,4,,,,
Brunei,17mar2020,9,56,2,,,,
Brunei,18mar2020,10,68,12,,,,
Brunei,19mar2020,11,75,7,,,,
Brunei,20mar2020,12,78,3,,,1,
Brunei,21mar2020,13,83,5,,,2,1
Brunei,22mar2020,14,88,5,,,2,0
Brunei,23mar2020,15,91,3,,,2,0
Brunei,24mar2020,16,104,13,,,2,0
Brunei,25mar2020,17,109,5,,,2,0
Brunei,26mar2020,18,114,5,,,5,3
Brunei,27mar2020,19,115,1,,,11,6
Brunei,28mar2020,20,120,5,1,,25,14
Brunei,29mar2020,21,126,6,1,0,34,9
Brunei,30mar2020,22,127,1,1,0,38,4
Brunei,31mar2020,23,129,2,1,0,45,7
Brunei,01apr2020,24,131,2,1,0,52,7
Brunei,02apr2020,25,133,2,1,0,56,4
Brunei,03apr2020,26,134,1,1,0,65,9
Brunei,04apr2020,27,135,1,1,0,66,1
Brunei,05apr2020,28,135,0,1,0,73,7
Brunei,06apr2020,29,135,0,1,0,82,9
Brunei,07apr2020,30,135,0,1,0,85,3
Brunei,08apr2020,31,135,0,1,0,91,6
Brunei,09apr2020,32,135,0,1,0,92,1
Brunei,10apr2020,33,136,1,1,0,99,7
Brunei,11apr2020,34,136,0,1,0,104,5
Brunei,12apr2020,35,136,0,1,0,106,2
Brunei,13apr2020,36,136,0,1,0,107,1
Bulgaria,08mar2020,1,4,,,,,
Bulgaria,09mar2020,2,4,0,,,,
Bulgaria,10mar2020,3,4,0,,,,
Bulgaria,11mar2020,4,7,3,1,,,
Bulgaria,12mar2020,5,7,0,1,0,,
Bulgaria,13mar2020,6,23,16,1,0,,
Bulgaria,14mar2020,7,41,18,2,1,,
Bulgaria,15mar2020,8,51,10,2,0,,
Bulgaria,16mar2020,9,52,1,2,0,,
Bulgaria,17mar2020,10,67,15,2,0,,
Bulgaria,18mar2020,11,92,25,2,0,,
Bulgaria,19mar2020,12,94,2,3,1,,
Bulgaria,20mar2020,13,127,33,3,0,,
Bulgaria,21mar2020,14,163,36,3,0,3,
Bulgaria,22mar2020,15,187,24,3,0,3,0
Bulgaria,23mar2020,16,201,14,3,0,3,0
Bulgaria,24mar2020,17,218,17,3,0,3,0
Bulgaria,25mar2020,18,242,24,3,0,4,1
Bulgaria,26mar2020,19,264,22,3,0,8,4
Bulgaria,27mar2020,20,293,29,3,0,9,1
Bulgaria,28mar2020,21,331,38,7,4,11,2
Bulgaria,29mar2020,22,346,15,8,1,14,3
Bulgaria,30mar2020,23,359,13,8,0,17,3
Bulgaria,31mar2020,24,399,40,8,0,17,0
Bulgaria,01apr2020,25,422,23,10,2,20,3
Bulgaria,02apr2020,26,457,35,10,0,25,5
Bulgaria,03apr2020,27,485,28,14,4,30,5
Bulgaria,04apr2020,28,503,18,17,3,34,4
Bulgaria,05apr2020,29,531,28,20,3,37,3
Bulgaria,06apr2020,30,549,18,22,2,39,2
Bulgaria,07apr2020,31,577,28,23,1,42,3
Bulgaria,08apr2020,32,593,16,24,1,42,0
Bulgaria,09apr2020,33,618,25,24,0,48,6
Bulgaria,10apr2020,34,635,17,25,1,54,6
Bulgaria,11apr2020,35,661,26,28,3,62,8
Bulgaria,12apr2020,36,675,14,29,1,68,6
Bulgaria,13apr2020,37,685,10,32,3,71,3
Burkina Faso,10mar2020,1,1,,,,,
Burkina Faso,11mar2020,2,2,1,,,,
Burkina Faso,12mar2020,3,2,0,,,,
Burkina Faso,13mar2020,4,2,0,,,,
Burkina Faso,14mar2020,5,2,0,,,,
Burkina Faso,15mar2020,6,3,1,,,,
Burkina Faso,16mar2020,7,15,12,,,,
Burkina Faso,17mar2020,8,15,0,,,,
Burkina Faso,18mar2020,9,20,5,1,,,
Burkina Faso,19mar2020,10,33,13,1,0,,
Burkina Faso,20mar2020,11,40,7,1,0,,
Burkina Faso,21mar2020,12,64,24,2,1,5,
Burkina Faso,22mar2020,13,75,11,4,2,5,0
Burkina Faso,23mar2020,14,99,24,4,0,5,0
Burkina Faso,24mar2020,15,114,15,4,0,7,2
Burkina Faso,25mar2020,16,146,32,4,0,10,3
Burkina Faso,26mar2020,17,152,6,7,3,10,0
Burkina Faso,27mar2020,18,180,28,9,2,12,2
Burkina Faso,28mar2020,19,207,27,11,2,21,9
Burkina Faso,29mar2020,20,222,15,12,1,23,2
Burkina Faso,30mar2020,21,246,24,12,0,31,8
Burkina Faso,31mar2020,22,261,15,14,2,32,1
Burkina Faso,01apr2020,23,282,21,16,2,46,14
Burkina Faso,02apr2020,24,288,6,16,0,50,4
Burkina Faso,03apr2020,25,302,14,16,0,50,0
Burkina Faso,04apr2020,26,318,16,16,0,66,16
Burkina Faso,05apr2020,27,345,27,17,1,90,24
Burkina Faso,06apr2020,28,364,19,18,1,108,18
Burkina Faso,07apr2020,29,384,20,19,1,127,19
Burkina Faso,08apr2020,30,414,30,23,4,134,7
Burkina Faso,09apr2020,31,443,29,24,1,146,12
Burkina Faso,10apr2020,32,443,0,24,0,146,0
Burkina Faso,11apr2020,33,484,41,27,3,155,9
Burkina Faso,12apr2020,34,497,13,27,0,161,6
Burkina Faso,13apr2020,35,497,0,27,0,161,0
Burma,27mar2020,1,8,,,,,
Burma,28mar2020,2,8,0,,,,
Burma,29mar2020,3,10,2,,,,
Burma,30mar2020,4,14,4,,,,
Burma,31mar2020,5,15,1,1,,,
Burma,01apr2020,6,15,0,1,0,,
Burma,02apr2020,7,20,5,1,0,,
Burma,03apr2020,8,20,0,1,0,,
Burma,04apr2020,9,21,1,1,0,,
Burma,05apr2020,10,21,0,1,0,,
Burma,06apr2020,11,22,1,1,0,,
Burma,07apr2020,12,22,0,1,0,,
Burma,08apr2020,13,22,0,3,2,,
Burma,09apr2020,14,23,1,3,0,2,
Burma,10apr2020,15,27,4,3,0,2,0
Burma,11apr2020,16,38,11,3,0,2,0
Burma,12apr2020,17,41,3,4,1,2,0
Burma,13apr2020,18,62,21,4,0,2,0
Burundi,31mar2020,1,2,,,,,
Burundi,01apr2020,2,2,0,,,,
Burundi,02apr2020,3,3,1,,,,
Burundi,03apr2020,4,3,0,,,,
Burundi,04apr2020,5,3,0,,,,
Burundi,05apr2020,6,3,0,,,,
Burundi,06apr2020,7,3,0,,,,
Burundi,07apr2020,8,3,0,,,,
Burundi,08apr2020,9,3,0,,,,
Burundi,09apr2020,10,3,0,,,,
Burundi,10apr2020,11,3,0,,,,
Burundi,11apr2020,12,5,2,,,,
Burundi,12apr2020,13,5,0,,,,
Burundi,13apr2020,14,5,0,1,,,
Cabo Verde,20mar2020,1,1,,,,,
Cabo Verde,21mar2020,2,3,2,,,,
Cabo Verde,22mar2020,3,3,0,,,,
Cabo Verde,23mar2020,4,3,0,,,,
Cabo Verde,24mar2020,5,3,0,1,,,
Cabo Verde,25mar2020,6,4,1,1,0,,
Cabo Verde,26mar2020,7,4,0,1,0,,
Cabo Verde,27mar2020,8,5,1,1,0,,
Cabo Verde,28mar2020,9,5,0,1,0,,
Cabo Verde,29mar2020,10,6,1,1,0,,
Cabo Verde,30mar2020,11,6,0,1,0,,
Cabo Verde,31mar2020,12,6,0,1,0,,
Cabo Verde,01apr2020,13,6,0,1,0,,
Cabo Verde,02apr2020,14,6,0,1,0,,
Cabo Verde,03apr2020,15,6,0,1,0,,
Cabo Verde,04apr2020,16,7,1,1,0,,
Cabo Verde,05apr2020,17,7,0,1,0,,
Cabo Verde,06apr2020,18,7,0,1,0,1,
Cabo Verde,07apr2020,19,7,0,1,0,1,0
Cabo Verde,08apr2020,20,7,0,1,0,1,0
Cabo Verde,09apr2020,21,7,0,1,0,1,0
Cabo Verde,10apr2020,22,7,0,1,0,1,0
Cabo Verde,11apr2020,23,8,1,1,0,1,0
Cabo Verde,12apr2020,24,8,0,1,0,1,0
Cabo Verde,13apr2020,25,10,2,1,0,1,0
Cambodia,27jan2020,1,1,,,,,
Cambodia,28jan2020,2,1,0,,,,
