countryregion,date,days,confirmed,confirmed_change,deaths,deaths_change,recovered,recovered_change
Dominican Republic,27mar2020,27,581,93,20,10,3,0
Dominican Republic,28mar2020,28,719,138,28,8,3,0
Dominican Republic,29mar2020,29,859,140,39,11,3,0
Dominican Republic,30mar2020,30,901,42,42,3,4,1
Dominican Republic,31mar2020,31,1109,208,51,9,5,1
Dominican Republic,01apr2020,32,1284,175,57,6,9,4
Dominican Republic,02apr2020,33,1380,96,60,3,16,7
Dominican Republic,03apr2020,34,1488,108,68,8,16,0
Dominican Republic,04apr2020,35,1488,0,68,0,16,0
Dominican Republic,05apr2020,36,1745,257,82,14,17,1
Dominican Republic,06apr2020,37,1828,83,86,4,33,16
Dominican Republic,07apr2020,38,1956,128,98,12,36,3
Dominican Republic,08apr2020,39,2111,155,108,10,50,14
Dominican Republic,09apr2020,40,2349,238,118,10,80,30
Dominican Republic,10apr2020,41,2620,271,126,8,98,18
Dominican Republic,11apr2020,42,2759,139,135,9,108,10
Dominican Republic,12apr2020,43,2967,208,173,38,131,23
Dominican Republic,13apr2020,44,3167,200,177,4,152,21
Ecuador,01mar2020,1,6,,,,,
Ecuador,02mar2020,2,6,0,,,,
Ecuador,03mar2020,3,7,1,,,,
Ecuador,04mar2020,4,10,3,,,,
Ecuador,05mar2020,5,13,3,,,,
Ecuador,06mar2020,6,13,0,,,,
Ecuador,07mar2020,7,13,0,,,,
Ecuador,08mar2020,8,14,1,,,,
Ecuador,09mar2020,9,15,1,,,,
Ecuador,10mar2020,10,15,0,,,,
Ecuador,11mar2020,11,17,2,,,,
Ecuador,12mar2020,12,17,0,,,,
Ecuador,13mar2020,13,17,0,,,,
Ecuador,14mar2020,14,28,11,2,,,
Ecuador,15mar2020,15,28,0,2,0,,
Ecuador,16mar2020,16,37,9,2,0,,
Ecuador,17mar2020,17,58,21,2,0,,
Ecuador,18mar2020,18,111,53,2,0,,
Ecuador,19mar2020,19,199,88,3,1,,
Ecuador,20mar2020,20,367,168,5,2,,
Ecuador,21mar2020,21,506,139,7,2,3,
Ecuador,22mar2020,22,789,283,14,7,3,0
Ecuador,23mar2020,23,981,192,18,4,3,0
Ecuador,24mar2020,24,1082,101,27,9,3,0
Ecuador,25mar2020,25,1173,91,28,1,3,0
Ecuador,26mar2020,26,1403,230,34,6,3,0
Ecuador,27mar2020,27,1595,192,36,2,3,0
Ecuador,28mar2020,28,1823,228,48,12,3,0
Ecuador,29mar2020,29,1924,101,58,10,3,0
Ecuador,30mar2020,30,1962,38,60,2,3,0
Ecuador,31mar2020,31,2240,278,75,15,54,51
Ecuador,01apr2020,32,2748,508,93,18,58,4
Ecuador,02apr2020,33,3163,415,120,27,65,7
Ecuador,03apr2020,34,3368,205,145,25,65,0
Ecuador,04apr2020,35,3465,97,172,27,100,35
Ecuador,05apr2020,36,3646,181,180,8,100,0
Ecuador,06apr2020,37,3747,101,191,11,100,0
Ecuador,07apr2020,38,3747,0,191,0,100,0
Ecuador,08apr2020,39,4450,703,242,51,140,40
Ecuador,09apr2020,40,4965,515,272,30,339,199
Ecuador,10apr2020,41,7161,2196,297,25,368,29
Ecuador,11apr2020,42,7257,96,315,18,411,43
Ecuador,12apr2020,43,7466,209,333,18,501,90
Ecuador,13apr2020,44,7529,63,355,22,597,96
Egypt,14feb2020,1,1,,,,,
Egypt,15feb2020,2,1,0,,,,
Egypt,16feb2020,3,1,0,,,,
Egypt,17feb2020,4,1,0,,,,
Egypt,18feb2020,5,1,0,,,,
Egypt,19feb2020,6,1,0,,,,
Egypt,20feb2020,7,1,0,,,,
Egypt,21feb2020,8,1,0,,,,
Egypt,22feb2020,9,1,0,,,,
Egypt,23feb2020,10,1,0,,,,
Egypt,24feb2020,11,1,0,,,,
Egypt,25feb2020,12,1,0,,,,
Egypt,26feb2020,13,1,0,,,,
Egypt,27feb2020,14,1,0,,,,
Egypt,28feb2020,15,1,0,,,1,
Egypt,29feb2020,16,1,0,,,1,0
Egypt,01mar2020,17,2,1,,,1,0
Egypt,02mar2020,18,2,0,,,1,0
Egypt,03mar2020,19,2,0,,,1,0
Egypt,04mar2020,20,2,0,,,1,0
Egypt,05mar2020,21,3,1,,,1,0
Egypt,06mar2020,22,15,12,,,1,0
Egypt,07mar2020,23,15,0,,,1,0
Egypt,08mar2020,24,49,34,1,,1,0
Egypt,09mar2020,25,55,6,1,0,1,0
Egypt,10mar2020,26,59,4,1,0,1,0
Egypt,11mar2020,27,60,1,1,0,27,26
Egypt,12mar2020,28,67,7,1,0,27,0
Egypt,13mar2020,29,80,13,2,1,27,0
Egypt,14mar2020,30,109,29,2,0,27,0
Egypt,15mar2020,31,110,1,2,0,21,-6
Egypt,16mar2020,32,150,40,2,0,27,6
Egypt,17mar2020,33,196,46,4,2,32,5
Egypt,18mar2020,34,196,0,6,2,32,0
Egypt,19mar2020,35,256,60,6,0,32,0
Egypt,20mar2020,36,285,29,8,2,39,7
Egypt,21mar2020,37,294,9,10,2,41,2
Egypt,22mar2020,38,327,33,14,4,56,15
Egypt,23mar2020,39,366,39,19,5,56,0
Egypt,24mar2020,40,402,36,20,1,80,24
Egypt,25mar2020,41,456,54,21,1,95,15
Egypt,26mar2020,42,495,39,24,3,102,7
Egypt,27mar2020,43,536,41,30,6,116,14
Egypt,28mar2020,44,576,40,36,6,121,5
Egypt,29mar2020,45,609,33,40,4,132,11
Egypt,30mar2020,46,656,47,41,1,150,18
Egypt,31mar2020,47,710,54,46,5,157,7
Egypt,01apr2020,48,779,69,52,6,179,22
Egypt,02apr2020,49,865,86,58,6,201,22
Egypt,03apr2020,50,985,120,66,8,216,15
Egypt,04apr2020,51,1070,85,71,5,241,25
Egypt,05apr2020,52,1173,103,78,7,247,6
Egypt,06apr2020,53,1322,149,85,7,259,12
Egypt,07apr2020,54,1450,128,94,9,276,17
Egypt,08apr2020,55,1560,110,103,9,305,29
Egypt,09apr2020,56,1699,139,118,15,348,43
Egypt,10apr2020,57,1794,95,135,17,384,36
Egypt,11apr2020,58,1939,145,146,11,426,42
Egypt,12apr2020,59,2065,126,159,13,589,163
Egypt,13apr2020,60,2190,125,164,5,589,0
El Salvador,19mar2020,1,1,,,,,
El Salvador,20mar2020,2,1,0,,,,
El Salvador,21mar2020,3,3,2,,,,
El Salvador,22mar2020,4,3,0,,,,
El Salvador,23mar2020,5,3,0,,,,
El Salvador,24mar2020,6,5,2,,,,
El Salvador,25mar2020,7,9,4,,,,
El Salvador,26mar2020,8,13,4,,,,
El Salvador,27mar2020,9,13,0,,,,
El Salvador,28mar2020,10,19,6,,,,
El Salvador,29mar2020,11,24,5,,,,
El Salvador,30mar2020,12,30,6,,,,
El Salvador,31mar2020,13,32,2,1,,,
El Salvador,01apr2020,14,32,0,1,0,,
El Salvador,02apr2020,15,41,9,2,1,,
El Salvador,03apr2020,16,46,5,2,0,,
El Salvador,04apr2020,17,56,10,3,1,2,
El Salvador,05apr2020,18,62,6,3,0,2,0
El Salvador,06apr2020,19,69,7,4,1,5,3
El Salvador,07apr2020,20,78,9,4,0,5,0
El Salvador,08apr2020,21,93,15,5,1,9,4
El Salvador,09apr2020,22,103,10,6,1,14,5
El Salvador,10apr2020,23,117,14,6,0,15,1
El Salvador,11apr2020,24,118,1,6,0,19,4
El Salvador,12apr2020,25,125,7,6,0,21,2
El Salvador,13apr2020,26,137,12,6,0,22,1
Equatorial Guinea,15mar2020,1,1,,,,,
Equatorial Guinea,16mar2020,2,1,0,,,,
Equatorial Guinea,17mar2020,3,1,0,,,,
Equatorial Guinea,18mar2020,4,4,3,,,,
Equatorial Guinea,19mar2020,5,6,2,,,,
Equatorial Guinea,20mar2020,6,6,0,,,,
Equatorial Guinea,21mar2020,7,6,0,,,,
Equatorial Guinea,22mar2020,8,6,0,,,,
Equatorial Guinea,23mar2020,9,9,3,,,,
Equatorial Guinea,24mar2020,10,9,0,,,,
Equatorial Guinea,25mar2020,11,9,0,,,,
Equatorial Guinea,26mar2020,12,12,3,,,,
Equatorial Guinea,27mar2020,13,12,0,,,,
Equatorial Guinea,28mar2020,14,12,0,,,,
Equatorial Guinea,29mar2020,15,12,0,,,,
Equatorial Guinea,30mar2020,16,12,0,,,,
Equatorial Guinea,31mar2020,17,12,0,,,1,
Equatorial Guinea,01apr2020,18,15,3,,,1,0
Equatorial Guinea,02apr2020,19,15,0,,,1,0
Equatorial Guinea,03apr2020,20,16,1,,,1,0
Equatorial Guinea,04apr2020,21,16,0,,,1,0
Equatorial Guinea,05apr2020,22,16,0,,,1,0
Equatorial Guinea,06apr2020,23,16,0,,,3,2
Equatorial Guinea,07apr2020,24,16,0,,,3,0
Equatorial Guinea,08apr2020,25,18,2,,,3,0
Equatorial Guinea,09apr2020,26,18,0,,,3,0
Equatorial Guinea,10apr2020,27,18,0,,,3,0
Equatorial Guinea,11apr2020,28,18,0,,,3,0
Equatorial Guinea,12apr2020,29,21,3,,,3,0
Equatorial Guinea,13apr2020,30,21,0,,,4,1
Eritrea,21mar2020,1,1,,,,,
Eritrea,22mar2020,2,1,0,,,,
Eritrea,23mar2020,3,1,0,,,,
Eritrea,24mar2020,4,1,0,,,,
Eritrea,25mar2020,5,4,3,,,,
Eritrea,26mar2020,6,6,2,,,,
Eritrea,27mar2020,7,6,0,,,,
Eritrea,28mar2020,8,6,0,,,,
Eritrea,29mar2020,9,12,6,,,,
Eritrea,30mar2020,10,12,0,,,,
Eritrea,31mar2020,11,15,3,,,,
Eritrea,01apr2020,12,15,0,,,,
Eritrea,02apr2020,13,22,7,,,,
Eritrea,03apr2020,14,22,0,,,,
Eritrea,04apr2020,15,29,7,,,,
Eritrea,05apr2020,16,29,0,,,,
Eritrea,06apr2020,17,31,2,,,,
Eritrea,07apr2020,18,31,0,,,,
Eritrea,08apr2020,19,33,2,,,,
Eritrea,09apr2020,20,33,0,,,,
Eritrea,10apr2020,21,34,1,,,,
Eritrea,11apr2020,22,34,0,,,,
Eritrea,12apr2020,23,34,0,,,,
Eritrea,13apr2020,24,34,0,,,,
Estonia,27feb2020,1,1,,,,,
Estonia,28feb2020,2,1,0,,,,
Estonia,29feb2020,3,1,0,,,,
Estonia,01mar2020,4,1,0,,,,
Estonia,02mar2020,5,1,0,,,,
Estonia,03mar2020,6,2,1,,,,
Estonia,04mar2020,7,2,0,,,,
Estonia,05mar2020,8,3,1,,,,
Estonia,06mar2020,9,10,7,,,,
Estonia,07mar2020,10,10,0,,,,
Estonia,08mar2020,11,10,0,,,,
Estonia,09mar2020,12,10,0,,,,
Estonia,10mar2020,13,12,2,,,,
Estonia,11mar2020,14,16,4,,,,
Estonia,12mar2020,15,16,0,,,,
Estonia,13mar2020,16,79,63,,,,
Estonia,14mar2020,17,115,36,,,,
Estonia,15mar2020,18,171,56,,,1,
Estonia,16mar2020,19,205,34,,,1,0
Estonia,17mar2020,20,225,20,,,1,0
Estonia,18mar2020,21,258,33,,,1,0
Estonia,19mar2020,22,267,9,,,1,0
Estonia,20mar2020,23,283,16,,,1,0
Estonia,21mar2020,24,306,23,,,1,0
Estonia,22mar2020,25,326,20,,,2,1
Estonia,23mar2020,26,352,26,,,2,0
Estonia,24mar2020,27,369,17,,,7,5
Estonia,25mar2020,28,404,35,1,,8,1
Estonia,26mar2020,29,538,134,1,0,8,0
Estonia,27mar2020,30,575,37,1,0,11,3
Estonia,28mar2020,31,645,70,1,0,20,9
Estonia,29mar2020,32,679,34,3,2,20,0
Estonia,30mar2020,33,715,36,3,0,20,0
Estonia,31mar2020,34,745,30,4,1,26,6
Estonia,01apr2020,35,779,34,5,1,33,7
Estonia,02apr2020,36,858,79,11,6,45,12
Estonia,03apr2020,37,961,103,12,1,48,3
Estonia,04apr2020,38,1039,78,13,1,59,11
Estonia,05apr2020,39,1097,58,15,2,62,3
Estonia,06apr2020,40,1108,11,19,4,62,0
Estonia,07apr2020,41,1149,41,21,2,69,7
Estonia,08apr2020,42,1185,36,24,3,72,3
Estonia,09apr2020,43,1207,22,24,0,83,11
Estonia,10apr2020,44,1258,51,24,0,93,10
Estonia,11apr2020,45,1304,46,24,0,93,0
Estonia,12apr2020,46,1309,5,25,1,98,5
Estonia,13apr2020,47,1332,23,28,3,102,4
Eswatini,14mar2020,1,1,,,,,
Eswatini,15mar2020,2,1,0,,,,
Eswatini,16mar2020,3,1,0,,,,
Eswatini,17mar2020,4,1,0,,,,
Eswatini,18mar2020,5,1,0,,,,
Eswatini,19mar2020,6,1,0,,,,
Eswatini,20mar2020,7,1,0,,,,
Eswatini,21mar2020,8,1,0,,,,
Eswatini,22mar2020,9,4,3,,,,
Eswatini,23mar2020,10,4,0,,,,
Eswatini,24mar2020,11,4,0,,,,
Eswatini,25mar2020,12,4,0,,,,
Eswatini,26mar2020,13,6,2,,,,
Eswatini,27mar2020,14,9,3,,,,
Eswatini,28mar2020,15,9,0,,,,
Eswatini,29mar2020,16,9,0,,,,
Eswatini,30mar2020,17,9,0,,,,
Eswatini,31mar2020,18,9,0,,,,
Eswatini,01apr2020,19,9,0,,,,
Eswatini,02apr2020,20,9,0,,,,
Eswatini,03apr2020,21,9,0,,,,
Eswatini,04apr2020,22,9,0,,,,
Eswatini,05apr2020,23,9,0,,,,
Eswatini,06apr2020,24,10,1,,,4,
Eswatini,07apr2020,25,10,0,,,4,0
Eswatini,08apr2020,26,12,2,,,7,3
Eswatini,09apr2020,27,12,0,,,7,0
Eswatini,10apr2020,28,12,0,,,7,0
Eswatini,11apr2020,29,12,0,,,7,0
Eswatini,12apr2020,30,14,2,,,7,0
Eswatini,13apr2020,31,15,1,,,7,0
Ethiopia,13mar2020,1,1,,,,,
Ethiopia,14mar2020,2,1,0,,,,
Ethiopia,15mar2020,3,1,0,,,,
Ethiopia,16mar2020,4,5,4,,,,
Ethiopia,17mar2020,5,5,0,,,,
Ethiopia,18mar2020,6,6,1,,,,
Ethiopia,19mar2020,7,6,0,,,,
Ethiopia,20mar2020,8,9,3,,,,
Ethiopia,21mar2020,9,9,0,,,,
Ethiopia,22mar2020,10,11,2,,,4,
Ethiopia,23mar2020,11,11,0,,,4,0
Ethiopia,24mar2020,12,12,1,,,,
Ethiopia,25mar2020,13,12,0,,,,
Ethiopia,26mar2020,14,12,0,,,,
Ethiopia,27mar2020,15,16,4,,,,
Ethiopia,28mar2020,16,16,0,,,1,
Ethiopia,29mar2020,17,21,5,,,1,0
Ethiopia,30mar2020,18,23,2,,,4,3
Ethiopia,31mar2020,19,26,3,,,2,-2
Ethiopia,01apr2020,20,29,3,,,2,0
Ethiopia,02apr2020,21,29,0,,,3,1
Ethiopia,03apr2020,22,35,6,,,3,0
Ethiopia,04apr2020,23,38,3,,,4,1
Ethiopia,05apr2020,24,43,5,2,,4,0
Ethiopia,06apr2020,25,44,1,2,0,4,0
Ethiopia,07apr2020,26,52,8,2,0,4,0
Ethiopia,08apr2020,27,55,3,2,0,4,0
Ethiopia,09apr2020,28,56,1,2,0,4,0
Ethiopia,10apr2020,29,65,9,3,1,4,0
Ethiopia,11apr2020,30,69,4,3,0,10,6
Ethiopia,12apr2020,31,71,2,3,0,10,0
Ethiopia,13apr2020,32,74,3,3,0,14,4
Fiji,19mar2020,1,1,,,,,
Fiji,20mar2020,2,1,0,,,,
Fiji,21mar2020,3,1,0,,,,
Fiji,22mar2020,4,2,1,,,,
Fiji,23mar2020,5,3,1,,,,
Fiji,24mar2020,6,4,1,,,,
Fiji,25mar2020,7,5,1,,,,
Fiji,26mar2020,8,5,0,,,,
Fiji,27mar2020,9,5,0,,,,
Fiji,28mar2020,10,5,0,,,,
Fiji,29mar2020,11,5,0,,,,
Fiji,30mar2020,12,5,0,,,,
Fiji,31mar2020,13,5,0,,,,
Fiji,01apr2020,14,5,0,,,,
Fiji,02apr2020,15,7,2,,,,
Fiji,03apr2020,16,7,0,,,,
Fiji,04apr2020,17,12,5,,,,
Fiji,05apr2020,18,12,0,,,,
Fiji,06apr2020,19,14,2,,,,
Fiji,07apr2020,20,15,1,,,,
Fiji,08apr2020,21,15,0,,,,
Fiji,09apr2020,22,15,0,,,,
Fiji,10apr2020,23,16,1,,,,
Fiji,11apr2020,24,16,0,,,,
Fiji,12apr2020,25,16,0,,,,
Fiji,13apr2020,26,16,0,,,,
Finland,29jan2020,1,1,,,,,
Finland,30jan2020,2,1,0,,,,
Finland,31jan2020,3,1,0,,,,
Finland,01feb2020,4,1,0,,,,
Finland,02feb2020,5,1,0,,,,
Finland,03feb2020,6,1,0,,,,
Finland,04feb2020,7,1,0,,,,
Finland,05feb2020,8,1,0,,,,
Finland,06feb2020,9,1,0,,,,
Finland,07feb2020,10,1,0,,,,
Finland,08feb2020,11,1,0,,,,
Finland,09feb2020,12,1,0,,,,
Finland,10feb2020,13,1,0,,,,
Finland,11feb2020,14,1,0,,,,
Finland,12feb2020,15,1,0,,,1,
Finland,13feb2020,16,1,0,,,1,0
Finland,14feb2020,17,1,0,,,1,0
Finland,15feb2020,18,1,0,,,1,0
Finland,16feb2020,19,1,0,,,1,0
Finland,17feb2020,20,1,0,,,1,0
Finland,18feb2020,21,1,0,,,1,0
Finland,19feb2020,22,1,0,,,1,0
Finland,20feb2020,23,1,0,,,1,0
Finland,21feb2020,24,1,0,,,1,0
Finland,22feb2020,25,1,0,,,1,0
Finland,23feb2020,26,1,0,,,1,0
Finland,24feb2020,27,1,0,,,1,0
Finland,25feb2020,28,1,0,,,1,0
Finland,26feb2020,29,2,1,,,1,0
Finland,27feb2020,30,2,0,,,1,0
Finland,28feb2020,31,2,0,,,1,0
Finland,29feb2020,32,3,1,,,1,0
Finland,01mar2020,33,6,3,,,1,0
Finland,02mar2020,34,6,0,,,1,0
Finland,03mar2020,35,6,0,,,1,0
Finland,04mar2020,36,6,0,,,1,0
Finland,05mar2020,37,12,6,,,1,0
Finland,06mar2020,38,15,3,,,1,0
Finland,07mar2020,39,15,0,,,1,0
Finland,08mar2020,40,23,8,,,1,0
Finland,09mar2020,41,30,7,,,1,0
Finland,10mar2020,42,40,10,,,1,0
Finland,11mar2020,43,59,19,,,1,0
Finland,12mar2020,44,59,0,,,1,0
Finland,13mar2020,45,155,96,,,1,0
Finland,14mar2020,46,225,70,,,1,0
Finland,15mar2020,47,244,19,,,10,9
Finland,16mar2020,48,277,33,,,10,0
Finland,17mar2020,49,321,44,,,10,0
Finland,18mar2020,50,336,15,,,10,0
Finland,19mar2020,51,400,64,,,10,0
Finland,20mar2020,52,450,50,,,10,0
Finland,21mar2020,53,523,73,1,,10,0
Finland,22mar2020,54,626,103,1,0,10,0
Finland,23mar2020,55,700,74,1,0,10,0
Finland,24mar2020,56,792,92,1,0,10,0
Finland,25mar2020,57,880,88,3,2,10,0
Finland,26mar2020,58,958,78,5,2,10,0
Finland,27mar2020,59,1041,83,7,2,10,0
Finland,28mar2020,60,1167,126,9,2,10,0
Finland,29mar2020,61,1240,73,11,2,10,0
Finland,30mar2020,62,1352,112,13,2,10,0
Finland,31mar2020,63,1418,66,17,4,10,0
Finland,01apr2020,64,1446,28,17,0,10,0
Finland,02apr2020,65,1518,72,19,2,300,290
Finland,03apr2020,66,1615,97,20,1,300,0
Finland,04apr2020,67,1882,267,25,5,300,0
Finland,05apr2020,68,1927,45,28,3,300,0
Finland,06apr2020,69,2176,249,27,-1,300,0
Finland,07apr2020,70,2308,132,34,7,300,0
Finland,08apr2020,71,2487,179,40,6,300,0
Finland,09apr2020,72,2605,118,42,2,300,0
Finland,10apr2020,73,2769,164,48,6,300,0
Finland,11apr2020,74,2905,136,49,1,300,0
Finland,12apr2020,75,2974,69,56,7,300,0
Finland,13apr2020,76,3064,90,59,3,300,0
France,24jan2020,1,2,,,,,
France,25jan2020,2,3,1,,,,
France,26jan2020,3,3,0,,,,
France,27jan2020,4,3,0,,,,
France,28jan2020,5,4,1,,,,
France,29jan2020,6,5,1,,,,
France,30jan2020,7,5,0,,,,
France,31jan2020,8,5,0,,,,
France,01feb2020,9,6,1,,,,
France,02feb2020,10,6,0,,,,
France,03feb2020,11,6,0,,,,
France,04feb2020,12,6,0,,,,
France,05feb2020,13,6,0,,,,
France,06feb2020,14,6,0,,,,
France,07feb2020,15,6,0,,,,
France,08feb2020,16,11,5,,,,
France,09feb2020,17,11,0,,,,
France,10feb2020,18,11,0,,,,
France,11feb2020,19,11,0,,,,
France,12feb2020,20,11,0,,,2,
France,13feb2020,21,11,0,,,2,0
France,14feb2020,22,11,0,,,2,0
France,15feb2020,23,12,1,1,,4,2
France,16feb2020,24,12,0,1,0,4,0
France,17feb2020,25,12,0,1,0,4,0
France,18feb2020,26,12,0,1,0,4,0
France,19feb2020,27,12,0,1,0,4,0
France,20feb2020,28,12,0,1,0,4,0
France,21feb2020,29,12,0,1,0,4,0
France,22feb2020,30,12,0,1,0,4,0
France,23feb2020,31,12,0,1,0,4,0
France,24feb2020,32,12,0,1,0,4,0
France,25feb2020,33,14,2,1,0,11,7
France,26feb2020,34,18,4,2,1,11,0
France,27feb2020,35,38,20,2,0,11,0
France,28feb2020,36,57,19,2,0,11,0
France,29feb2020,37,100,43,2,0,12,1
France,01mar2020,38,130,30,2,0,12,0
France,02mar2020,39,191,61,3,1,12,0
France,03mar2020,40,204,13,4,1,12,0
France,04mar2020,41,288,84,4,0,12,0
France,05mar2020,42,380,92,6,2,12,0
France,06mar2020,43,656,276,9,3,12,0
France,07mar2020,44,959,303,11,2,12,0
France,08mar2020,45,1136,177,19,8,12,0
France,09mar2020,46,1219,83,19,0,12,0
France,10mar2020,47,1794,575,33,14,12,0
France,11mar2020,48,2293,499,48,15,12,0
France,12mar2020,49,2293,0,48,0,12,0
France,13mar2020,50,3681,1388,79,31,12,0
France,14mar2020,51,4496,815,91,12,12,0
France,15mar2020,52,4532,36,91,0,12,0
France,16mar2020,53,6683,2151,149,58,12,0
France,17mar2020,54,7715,1032,149,0,12,0
France,18mar2020,55,9124,1409,149,0,12,0
France,19mar2020,56,10970,1846,244,95,12,0
France,20mar2020,57,12758,1788,451,207,12,0
France,21mar2020,58,14463,1705,563,112,12,0
France,22mar2020,59,16243,1780,676,113,2206,2194
France,23mar2020,60,20123,3880,862,186,2206,0
France,24mar2020,61,22622,2499,1102,240,3250,1044
France,25mar2020,62,25600,2978,1333,231,3907,657
France,26mar2020,63,29551,3951,1698,365,4955,1048
France,27mar2020,64,33402,3851,1997,299,5707,752
France,28mar2020,65,38105,4703,2317,320,5724,17
France,29mar2020,66,40708,2603,2611,294,7226,1502
France,30mar2020,67,45170,4462,3030,419,7964,738
France,31mar2020,68,52827,7657,3532,502,9513,1549
France,01apr2020,69,57749,4922,4043,511,11053,1540
France,02apr2020,70,59929,2180,5398,1355,12548,1495
France,03apr2020,71,65202,5273,6520,1122,14135,1587
France,04apr2020,72,90848,25646,7574,1054,15572,1437
France,05apr2020,73,93773,2925,8093,519,16349,777
France,06apr2020,74,98963,5190,8926,833,17428,1079
France,07apr2020,75,110065,11102,10343,1417,19523,2095
France,08apr2020,76,113959,3894,10887,544,21452,1929
France,09apr2020,77,118781,4822,12228,1341,23413,1961
France,10apr2020,78,125931,7150,13215,987,25195,1782
France,11apr2020,79,130727,4796,13851,636,26663,1468
France,12apr2020,80,133670,2943,14412,561,27469,806
France,13apr2020,81,137875,4205,14986,574,28001,532
Gabon,14mar2020,1,1,,,,,
Gabon,15mar2020,2,1,0,,,,
Gabon,16mar2020,3,1,0,,,,
Gabon,17mar2020,4,1,0,,,,
Gabon,18mar2020,5,1,0,,,,
Gabon,19mar2020,6,1,0,,,,
Gabon,20mar2020,7,3,2,1,,,
Gabon,21mar2020,8,4,1,1,0,,
Gabon,22mar2020,9,5,1,1,0,,
Gabon,23mar2020,10,5,0,1,0,,
Gabon,24mar2020,11,6,1,1,0,,
Gabon,25mar2020,12,6,0,1,0,,
Gabon,26mar2020,13,7,1,1,0,,
Gabon,27mar2020,14,7,0,1,0,,
Gabon,28mar2020,15,7,0,1,0,,
Gabon,29mar2020,16,7,0,1,0,,
Gabon,30mar2020,17,7,0,1,0,,
Gabon,31mar2020,18,16,9,1,0,,
Gabon,01apr2020,19,18,2,1,0,,
Gabon,02apr2020,20,21,3,1,0,,
Gabon,03apr2020,21,21,0,1,0,1,
Gabon,04apr2020,22,21,0,1,0,1,0
Gabon,05apr2020,23,21,0,1,0,1,0
Gabon,06apr2020,24,24,3,1,0,1,0
Gabon,07apr2020,25,30,6,1,0,1,0
Gabon,08apr2020,26,34,4,1,0,1,0
Gabon,09apr2020,27,44,10,1,0,1,0
Gabon,10apr2020,28,44,0,1,0,1,0
Gabon,11apr2020,29,46,2,1,0,1,0
Gabon,12apr2020,30,49,3,1,0,1,0
Gabon,13apr2020,31,57,8,1,0,1,0
Gambia,17mar2020,1,1,,,,,
Gambia,18mar2020,2,1,0,,,,
Gambia,19mar2020,3,1,0,,,,
Gambia,20mar2020,4,1,0,,,,
Gambia,21mar2020,5,1,0,,,,
Gambia,22mar2020,6,1,0,,,,
Gambia,23mar2020,7,2,1,1,,,
Gambia,24mar2020,8,3,1,1,0,,
Gambia,25mar2020,9,3,0,1,0,,
Gambia,26mar2020,10,3,0,1,0,,
Gambia,27mar2020,11,3,0,1,0,,
Gambia,28mar2020,12,3,0,1,0,,
Gambia,29mar2020,13,4,1,1,0,,
Gambia,30mar2020,14,4,0,1,0,,
Gambia,31mar2020,15,4,0,1,0,,
Gambia,01apr2020,16,4,0,1,0,2,
Gambia,02apr2020,17,4,0,1,0,2,0
Gambia,03apr2020,18,4,0,1,0,2,0
Gambia,04apr2020,19,4,0,1,0,2,0
Gambia,05apr2020,20,4,0,1,0,2,0
Gambia,06apr2020,21,4,0,1,0,2,0
Gambia,07apr2020,22,4,0,1,0,2,0
Gambia,08apr2020,23,4,0,1,0,2,0
Gambia,09apr2020,24,4,0,1,0,2,0
Gambia,10apr2020,25,4,0,1,0,2,0
Gambia,11apr2020,26,9,5,1,0,2,0
Gambia,12apr2020,27,9,0,1,0,2,0
Gambia,13apr2020,28,9,0,1,0,2,0
Georgia,26feb2020,1,1,,,,,
Georgia,27feb2020,2,1,0,,,,
Georgia,28feb2020,3,1,0,,,,
Georgia,29feb2020,4,1,0,,,,
Georgia,01mar2020,5,3,2,,,,
Georgia,02mar2020,6,3,0,,,,
Georgia,03mar2020,7,3,0,,,,
Georgia,04mar2020,8,3,0,,,,
Georgia,05mar2020,9,4,1,,,,
Georgia,06mar2020,10,4,0,,,,
Georgia,07mar2020,11,4,0,,,,
Georgia,08mar2020,12,13,9,,,,
Georgia,09mar2020,13,15,2,,,,
Georgia,10mar2020,14,15,0,,,,
Georgia,11mar2020,15,24,9,,,,
Georgia,12mar2020,16,24,0,,,,
Georgia,13mar2020,17,25,1,,,,
Georgia,14mar2020,18,30,5,,,,
Georgia,15mar2020,19,33,3,,,,
Georgia,16mar2020,20,33,0,,,1,
Georgia,17mar2020,21,34,1,,,1,0
Georgia,18mar2020,22,38,4,,,1,0
Georgia,19mar2020,23,40,2,,,1,0
Georgia,20mar2020,24,43,3,,,1,0
Georgia,21mar2020,25,49,6,,,1,0
Georgia,22mar2020,26,54,5,,,3,2
Georgia,23mar2020,27,61,7,,,3,0
Georgia,24mar2020,28,70,9,,,9,6
Georgia,25mar2020,29,75,5,,,10,1
Georgia,26mar2020,30,79,4,,,11,1
Georgia,27mar2020,31,83,4,,,14,3
Georgia,28mar2020,32,90,7,,,14,0
Georgia,29mar2020,33,91,1,,,18,4
Georgia,30mar2020,34,103,12,,,20,2
Georgia,31mar2020,35,110,7,,,21,1
Georgia,01apr2020,36,117,7,,,23,2
Georgia,02apr2020,37,134,17,,,26,3
Georgia,03apr2020,38,155,21,,,28,2
Georgia,04apr2020,39,162,7,1,,36,8
Georgia,05apr2020,40,174,12,2,1,36,0
Georgia,06apr2020,41,188,14,2,0,39,3
